Filename,Average Angular Velocity (°/s)
LAL010,0.09115182911584342
LAL014,0.06349575750582521
LAL018,43.78655214906929
LAL040,2.417173614215576
LAL046,78.09106296471856
LAL121,4.742899061741268
LAL073,93.28299745156426
LAL122,0.15525118342124788
LAL126,70.3936535434508
LAL017,86.60123694490049
LAL153,84.68304416296739
Fullmodel,86.82068854983034
