Filename,Average Angular Velocity (°/s)
LAL010,0.037718404636249064
LAL014,0.03678272463013754
LAL018,6.347153935209828
LAL040,2.5124722076541666
LAL046,69.49193093014644
LAL121,37.70754770576456
LAL073,89.27796127682531
LAL122,0.35858507950643
LAL126,70.62958174252998
LAL017,6.154027954303995
LAL153,78.84528595178904
Fullmodel,87.05201893942929
