Filename,Normalized Difference (by max |diff|)
LAL010,-0.07377696182059923
LAL014,-0.6009320988944388
LAL018,0.1480490710359672
LAL040,-1.0
LAL046,-0.030422091719088613
LAL121,-0.9167752257680991
LAL073,0.010804823507283286
LAL122,-0.8527659930197077
LAL126,0.012184162678425814
LAL017,-0.08276035026855322
LAL153,-0.007356475579427029
