Filename,Start time (s)
LAL010,0.40879230769230773
LAL014,0.6381
LAL018,0.3123
LAL040,0.8116909090909091
LAL046,0.38993333333333335
LAL121,0.7754888888888889
LAL073,0.372
LAL122,0.7476454545454545
LAL126,0.3714
LAL017,0.4127
LAL153,0.3799
Fullmodel,0.3767
