180 , 2821 , 2821 , None , 262.53872665152596 , 7487
180 , 3741 , 3741 , None , 250.29236215247795 , 1861
180 , 4061 , 4061 , None , 245.83167015890587 , 4349
180 , 3201 , None , None , 103.65641267451731 , 5665
180 , 3221 , None , None , 109.77800928845316 , 6994
180 , 3901 , 3901 , None , 245.87946643353072 , 4581
180 , 4771 , 4771 , None , 224.2067258632845 , 3912
180 , 4451 , None , None , 120.30220823452763 , 1092
180 , 3891 , None , None , 113.59923938741629 , 854
180 , 2901 , None , None , 101.25865316209261 , 6364
180 , 3291 , None , None , 103.62132926165353 , 2325
180 , 4191 , None , None , 118.52938567419572 , 2148
180 , 4681 , 4681 , None , 235.16783040089285 , 5593
180 , 3861 , None , None , 115.60018072804776 , 391
180 , 2811 , None , None , 100.35352107021468 , 4384
180 , 3121 , None , None , 101.65426266651927 , 8504
180 , 3411 , None , None , 108.38729224835826 , 3105
180 , 4171 , 4171 , None , 239.84943272620745 , 7791
180 , 3661 , None , None , 113.11986516815183 , 6088
180 , 3251 , None , None , 103.61239866444747 , 8406
180 , 3741 , None , None , 115.42534028879959 , 5280
180 , 4041 , 4041 , None , 243.5548327784346 , 9423
180 , 3641 , 3641 , None , 250.19515552542526 , 5410
180 , 3851 , None , None , 115.6158574582812 , 6306
180 , 3431 , None , None , 111.7354574756375 , 9511
180 , 4271 , None , None , 119.26401052295637 , 4556
180 , 3601 , None , None , 111.94642541848067 , 4120
180 , 5161 , 5161 , None , 231.85550565544102 , 1956
180 , 3121 , None , None , 104.50447121659685 , 6049
180 , 3151 , 3151 , None , 257.70708375594177 , 7335
