Filename,Average Angular Velocity (°/s)
LAL010,24.96483635655451
LAL014,16.467167819962604
LAL018,137.40918754519856
LAL040,23.60922886832691
LAL046,53.55393375731759
LAL121,21.89688423694896
LAL073,114.37553476893102
LAL122,25.618761986060647
LAL126,63.92509417459636
LAL017,38.5253389240489
LAL153,116.80104327764947
Fullmodel,91.4626173018698
