Filename,Normalized Difference (by max |diff|)
LAL010,-0.8866908779759765
LAL014,-1.0
LAL018,0.6126581087351635
LAL040,-0.9047667412129139
LAL046,-0.5054797831926823
LAL121,-0.9275993883029356
LAL073,0.30552410346695774
LAL122,-0.8779713405370563
LAL126,-0.3671892537148793
LAL017,-0.7058732062215604
LAL153,0.33786617922588247
