90 , 2201 , None , None , 346.6414506691441 , 7746
90 , 2231 , None , None , 346.34706931186366 , 3028
90 , 2251 , None , None , 346.51914676770633 , 821
90 , 2221 , None , None , 347.12392366043326 , 1675
90 , 9031 , None , None , 346.34216899745076 , 6752
90 , 2251 , None , None , 346.6971734704304 , 7560
90 , 2161 , None , None , 346.5216554024253 , 3807
90 , 2141 , None , None , 347.6028442534154 , 5371
90 , 9041 , None , None , 346.5856677747087 , 7169
90 , 9031 , None , None , 346.3768071582074 , 1854
90 , 9001 , None , None , 346.00023365108393 , 1112
90 , 2211 , None , None , 346.20613371750414 , 8917
90 , 2191 , None , None , 346.6795567148325 , 4518
90 , 2241 , None , None , 347.07426427554765 , 3052
90 , 2201 , None , None , 346.7011347960636 , 3839
90 , 9011 , None , None , 345.99470434284063 , 2315
90 , 2251 , None , None , 346.93428441807754 , 4877
90 , 2211 , None , None , 346.5917439752639 , 9494
90 , 2231 , None , None , 346.3587366587901 , 2076
90 , 2261 , None , None , 346.4214383484308 , 2924
90 , 2171 , None , None , 347.7434216007723 , 3483
90 , 9041 , None , None , 346.4143868206107 , 9368
90 , 9041 , None , None , 346.48035897049556 , 8083
90 , 2211 , None , None , 346.97708488248827 , 4274
90 , 2231 , None , None , 346.8284775640923 , 2195
90 , 2211 , None , None , 346.630008241625 , 2262
90 , 2271 , None , None , 346.8898543469789 , 5569
90 , 2231 , None , None , 347.2297263212803 , 5576
90 , 2241 , None , None , 346.56307895703605 , 8548
90 , 2181 , None , None , 346.55089894204707 , 3451
90 , 2291 , None , None , 346.1785698728542 , 4392
90 , 2201 , None , None , 347.2773693127244 , 6339
90 , 2211 , None , None , 346.30371752394836 , 607
90 , 2161 , None , None , 347.45347271305826 , 1872
90 , 9011 , None , None , 346.16875345930225 , 1519
90 , 2211 , None , None , 347.04409697862917 , 4316
90 , 9081 , None , None , 347.01153869746605 , 6795
90 , 2231 , None , None , 347.52321688699493 , 3492
90 , 2161 , None , None , 347.52089179234275 , 4761
90 , 2201 , None , None , 347.2861755847723 , 8669
90 , 2161 , None , None , 346.8382672546526 , 1639
90 , 2191 , None , None , 347.31552752070587 , 5548
90 , 2241 , None , None , 346.7191142972351 , 1929
90 , 9051 , None , None , 346.6717951057224 , 2197
90 , 2191 , None , None , 346.7750197809672 , 7878
90 , 9031 , None , None , 346.3621232748386 , 988
90 , 2171 , None , None , 346.6576226264366 , 9425
90 , 9031 , None , None , 346.3234087965386 , 9672
90 , 2161 , None , None , 346.86851932818826 , 3856
90 , 2241 , None , None , 347.16189794350424 , 1078
90 , 9041 , None , None , 346.56270449597184 , 134
90 , 2231 , None , None , 346.2616704229327 , 799
90 , 2221 , None , None , 346.71724711215114 , 8812
90 , 9031 , None , None , 346.3268667401515 , 7682
90 , 9051 , None , None , 346.7117611198148 , 7874
90 , 2231 , None , None , 346.41501693906196 , 2906
90 , 9041 , None , None , 346.4620052009162 , 8666
90 , 9011 , None , None , 346.0341540033826 , 1070
90 , 2241 , None , None , 346.08537653744185 , 6187
90 , 2231 , None , None , 347.0542174571075 , 9497
