Filename,Normalized Difference (by max |diff|)
LAL010,-0.01279957540313153
LAL014,0.024202162620236705
LAL018,0.005258688495253762
LAL040,-0.24123512161494173
LAL046,-0.13980700607150623
LAL121,-0.3215253252307835
LAL073,0.0024967525066281115
LAL122,-0.2912167218468422
LAL126,-0.0014094478295370882
LAL017,-0.0031587116670921335
LAL153,-1.0
