Start_Angle,LAL153_Input_at_Zero_Diff
30.0,13.281954625475972
45.0,15.090337727614939
60.0,15.894559106666229
90.0,16.607050070830365
120.0,16.10317578073822
135.0,15.399340657318504
150.0,13.496056957997139
