Filename,Start time (s)
LAL010,0.873975
LAL014,0.2991
LAL018,0.4255333333333333
LAL040,0.9976
LAL046,0.4788
LAL121,0.8624666666666666
LAL073,0.4473666666666667
LAL122,0.5789
LAL126,0.4976333333333333
LAL017,0.4557
LAL153,0.4368333333333333
Fullmodel,0.4251666666666667
